midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber.	midrash.Pesikta_Rabbati.	midrash.Pesikta_D'Rav_Kahanna.	midrash.Yalkut_Shimoni_on_Torah.	midrash.Yalkut_Shimoni_on_Nach.	bavli.	yerushalmi.	text
13	18	1	5	5	4	12	1	בי עולם תי הן שי מירבל קרב ﭏ ישר' שנ' צו את אחין ואת בניו ג' והאומות אומרי' מה הוא כך שישר' מקריבי ומקטידי' אמ להם ה'ב'ה' זאת תורת העו וכת' מיז עונה מן מדבי וכתי' ומשה עלה ﭏ הﭏהי' דא וידבר יוי צו את אהין אמ הבה' הייממו מה ש למעלה מן הען ואחר כך זאת תודת העלה למה כי אני יוי אוהב מעשפם שו זל' בעולה מה כת' מ העניי והיה כין יחטא ואשם והשיב וג' ואחר כך זאת תרת העולה אם בקשת להקי י קרבן לא תגזו לאים כלום למיה כי אני יוי אוהב משפט שוא גזל
36	38	0	0	2	1	3	0	וג האימתי אתה מעלה עולה ואני מקבלה כשתנרה כפיך מן הגזל שכך אמר דוד מי יעלה בהר יוי ג' זא תורר העונה ומתחליהקרבנות אתה למד דבר ﭏ בני ישר' ואמרת ﭏיהם אדם למה אומו אדם ﭏא אמר הב''' כשתהא מקריב לני תהה כאדם הראשהן שלא היה גוזר מאחרים שהוא היהיחידי בעולם כך אתה לא תהא גוז לבריה בעולם למה כי אני יי אויוב' משפט וג'דא' זאת תחרת העולה למה נקרא שמה עולה שהיא עליונה מכל הקרבנות העולה היא העולה תדע מי שהיה מכיא חטאת הכהן נוטל ממנה הזרוע והלחיים והקבה וכך המנחה וכם זבח השלמים וחוהרן לבעליהן האשם לכה אבל
10	32	0	2	5	8	5	9	העולה אין כל בריה טועם ממנה כלום ﭏא ולה עולה לגביה לכך נקראת עולה שהיא עולה להב'ה שהוא עליו דא צו את אהרן מה עשו של אהר כא ישר' מרריבי ואוה נזכר והכתוב אומ' ני את אהי והרי כתי' א צו את בני ישרﭏ ואמרר ﭏיהם את קרבני וג' וכא הוא אומ' צ אהרן זאת תורת העולה אמ' ה''' כל מי שהוא מעליה עצמו סופו ליל באש שנ' היא העולה על מורדה על ה מזבח וג' דור המביל על שאמרו מה שדי כיבדן ומה נועיל כי נפגע בו לפכך נידונו באש שנא בעה יזורבו נצמת בחומ נדעכו ממקומם וכן הסדומיי
19	23	1	3	4	6	4	6	ויוי המטיר על סדום ועל וג' וכןפרעה שאמ' מי יוי ועיל את ענמה ואמר לי יאורי וג' לפיכך נדו ע מורה שכן היא אומר וירעם מ שמים יוי ועין וג' וגיחולי וכ הא אמר ויהי ברד ואש מתקרית בתו וג וא שנוריב עילה אתעכמו שנ אני מרום הרים ירכתי לבנון מה אירע לו ביד מלאכיך חרפת יוי מה היה לו ויצא מנאך יוי וג' ותחת כבודו יקד יקוד כיקוד אש מהו תחת כבודו ששרףם אותו מבפנים והניח בגדיו מבחוץ שכבורו של אם כסותו ולמרי הת יח ה'ב'ה' את בגדיו מבחוץ על שם שהיה מבני בניו של שם שנ' בני שם
26	26	0	0	4	14	9	5	עילם ואשור וג' אמר ה'ב'ה חייב אני לשם אביהם שנטלו את בגדיהם וכסו את ות אביהם שנ' ויקח שם ויפת את השלמה לפיכך הניח הב'ה את ביהם ושרף את גופן היא העולה עלמי וכן נבוכרד נצר' עילה את עצמו ואמר השמים ממעל לכוכבי ﭏ ארים כסאי ולא עוד ﭏא אמ' אעלה על במרתי עב אדמה לעליון וכן אמר ל חנעיה וחביריו ומן הוא ﭏה די ישיזבנכון מן ידי ביתו שרפתי ועמו הגליתי ולא עמד עלי בביתו בבתי הוא יכול מהעש השליכו לכבשן האש מה עשה ה'ב'ה' רמז לכבשן ונעש פלאיה ומי שראוי לישרף לא נשרף ומי שלא היה ראוי לישרף
17	7	0	0	2	3	10	6	נשא ויצאה האש ושרפה חצי האוה שבך מוצא כשלב'נסו לחנוכת צלמא לכתחלה שמונה אומות היו שנ' באדין תכנשין אחשדרפניא סגיא ופחוות אדרגזריא הדבריא דתבר יא תפת יא ו שולטני מדינתא למיתי לחנוכת צלמא דיהקי בוכרצר מלכא הרי ח' וכשנת כנסו לראות לני מישﭏ ועזריה אין כת' שם ﭏא ארבע אמות ומן אחשדרפניא סגניא ופחותא והדברי מלכא והין ארבע אמות קטיל המון שביבא די נורא אףנבוכד ש באש ונעשה אש אימתי שרחו עליו ולה הוא לא נשרקף כולו ﭏא אמ' הב'ה' הניחו רשע כדי שידע ל מי גידף אמ' לו ה'ב'ה' לא כבר אמרת איני מבקש עוד לילך עם בני אדם
9	16	0	3	3	4	7	2	ﭏא אעלה על במתי עב אדמה לעלין יך אני עושה לך ולך טרדין מן בני גם חיות בררו מדורך וג' כשם שהביא מכוה על פרעה ועל מצרים כך הביא על נכוכד פכר שממ אתייא ותמהייא די עבד עמי ﭏהא עילאה שפ קדמי להחויה אימתי לאחר שנשרק לכך אמ' היא העולה דא' על מוקדה על המזבח זדו מלכות הרשעה שעילת עצמה שכת' בה אם ת גביה כר נידונת באש ש' חזה הוית עד די קטילת חיות א והובד גשמה היב קידת אשא אמ' הב'ה' והיה בית יעקב אש ובית וסףם ובית וג' כי כי דבר ומה דבר על ידי משה א
23	20	3	1	2	18	8	8	העולה על מוקדה ואחר כך ועלו מושיעים בהר צין לשנוטוג' סיסרא שחירק שכך כתוב והוא לחץ את ישרﭏ בחזקה מהו בחזקה בחירופין ובגידופי לצכ נדון באש שנ' מן שמים נלחמו הכוכבי' ג' ולעול הבא כשה'ב'ה' נפרע מן עשו באותה שעה מיד עשו שה מתטף בטליתו כוקן ובא ויושב לו אצל יעקב מנין שכך כתי' אם בוין כוכבים שים קנך ואין כוכבי' ﭏא ישרﭏ ' הבט נא השמימה וסכור הכוכבי' וכת' כה יהיה זרעך היעקב אומ' לו אחי אתה לא תהא כיוצא בי שנ' אהי דברך מור אהי קטבך שאול אחי דבר מות אם הייתי שומע מה שהייתה גוזר עלי שאעבוד
9	17	0	1	1	12	8	7	עז' דיפרוסופין הייתי מתחייב אם הייתי עובד יירי חייב מיתה לשמים ואם לא הייתי עובד הייתה אתה הורגני לכך דברך מות אהי קטבך שאול לשו אילינטסי ירידה היא רטבא כיון כיון שעשו יורדד לשאול יעקב משתייר בעולם לבדו שנ' והשלישית יותר בה ואין שלישי ﭏא ישר' שנ' יהיה ישר שלישיה משעשו מסתלק מן העולם הב'ה' וישר'' הן לבן משתמיין שנ' אחת היא יונתי תמתי וכן הוא אומ' יוי בד וכ' אחר אומ' יוי בדד ינחנו ואין עמו ﭏ נכר ות תורת זבח השלמים ז'ש'ה' דרכיה דרכי נועם וג' כל מה שכת' בתורה לשום שלום ואעפ' שכתוב בתור' לשון מלחמות אף
34	41	0	0	3	2	5	3	המלחמות לשום שלום נבתבו' את מוצא שביטל ה'בה' למשה כי תצור ﭏ עיר וג' כל אותו הענין אמ לו ה'ב'ה' החרם אותם שנ' כי החרם תחרימם ומשה לא עשה כן ﭏא אמר עכשיו אני הולך ומכה מי חטא ומי לא חיא ﭏא בשלום אני בא עליהם שנ' ואשלח מלאכים ממדבר קדמות ﭏ חיחו' וג' דברי שלום ג' אערה בארך וג' כיון שלא רצה בשלום אותו שנ' ויכו אותו וג' אמ' לו הב'ה' אני אמרתי כי החרם תחרימם תחרימם ואתה לא עשיתה כך חייך כשם שאמרת כך אני עושה שנ' כי תקרב עיר וג' וקראת ﭏיה לשלום לכך נאמ דרכיה דרכי
41	32	0	5	6	5	4	6	נועם ד'א' וזאת תורת זבח השלמים זה שאמ' הכת' אשמעה מה ידבי הﭏ יוי אמרו רבתי' אמ' מומו העולם לבלעם הרשע למה אמ' ה'ב'ה' לישרﭏ שיהו מקריבין לו ולנו לא אמ' אמ' להם בלעם הקרבנות אינן ﭏא לשלו ומשקבל את התורה ועושה הכת' בה שהן כתובין באמת יך שירריב קרבנות אבל את מתחלה פסלתם אותה ועכשו אתם מבקשי' להקריב קרבנות מי שקיבלה הוא מקריב שנ' יוי עוז לעמו יתן לכך נאמ' אשמעה מה ידבר הﭏ יוי ומה דבר זו וזאת תורת זבח השלמים ולמה נאמ' זבח השלמים שהוא עושה שלום בין המזנבח ובין הכהנים ובין היא העולה אין כתי' בה
41	28	0	2	10	6	12	3	שלום ולא חטאת ולא באשם ﭏא בתודה בוא וראה העולה היתה כולה כליל לאישים והחטאת היתה דמה ואימוריה למזבח והשאר לכהנים זבח השלמים הה דמה ואימוריה למזבח החזה ושוק לכהנים ועורה ובשרה לישר' נמצאר עושה שלום בין המזב ובין הכהנים ובין ישר' לפיכך נקראת זבח השלמ' שהיאשה לכל וזאת תורת זבח השלמים כשהיו מקריבין זבח השלמים היה ה'ב'ה' נושא להם פנים שנ' ישא יוי פניו שי איש ה'בה' נושא פנים לבריו שני כתובין מכחישי זה את זה כו אחד אומ' לא אחפוץ במות המת וכתו' אחי אומ' כי ח וי להמיתם ﭏא עד שלא נחתם גזר דין לא אחפוץ כיון
36	21	1	1	3	4	14	9	שנחתם גזר דין כי חפץ יוי להמיתם וכן דניﭏ אומ' אבר אגיד לך את הרשום בכתב אמת אמ' רבותי' מעשה היה ברבינו הקדוש שהיה עובר בסימוניא יצאו כלבני העיר לקראתו בקשו ממנו זהה אחד מי שילמדם תורה נתן לם רבי לוי בר' סימון שהיה חכם בתורה אמרו לו רבינו מהו שכתו' בדניﭏ אבל אגיד לך את הרשום בכתב אמת ולא מצ להם תשובה מלהשיבם מיד יצא משם ובא לפני ר' אמר לו לא יכולתי לעמוד בהם ר אמחר שﭏו ממני ולא מצאתי מלהשיבן אמ' לו מה הדבר אמ' לו אבל אגיד לך את הרשום וג' וכי יש דברים של שקר
30	43	0	2	1	7	11	4	בתורה אמ' לו תשובה גדולה היה לך להשיבם אמ' לו היה לך לומ' להם האדם חוטא הבה' רושם עליו מיתה עשה תשובה הכתב מתבטל לא שה תשובה בבתב אמת ואף כתוב אחד אומ' ישא יוי פניו ﭏיך וכת' אחר אומ' אשר לא ישא ענים אם ישא למה לא ישא ﭏא לאומות העילם לא ישא אבל לישר' ישא פנים ישא יוי י ﭏיך אמ' ה'ב'ה' כשם שישר' נושאין לי כנים כך אני נושא פנים והיאך נושאין לי פנים אדם מישר' עני יש לו ד' אוה' בני' והוא נוטל ככר אחד והם יושבי כולן ואוכלין אותו ככר והן שביעי ומברכי' ואומרי' ואכלת
30	33	2	3	4	5	4	8	ושבעת וברכת את יוי וג' אף אני נושא להם פנים ישא יוי פניו ﭏיך ויש לך שלום לכר נאמ' וזאת תורת זאת השלמים אם על תודה יקריבנו ראה היאך ה'ב'ה סולח לעונותיהן של ישר' וראה מה הם מקריבין לה'ב'ה' והריב על זבחודה ﭏא אמ' ה'ב'ה' מי שיש לו פר יביא פר איל יביא איל ומי שיש לו שה יביא שה יונה יביא יונה תור יביא תור ומי שאין לו אחד מכל ﭏו יביא סלת ומי שאי לו סלת יביא דברים שנ' קחו עמכם דברים ושובו וג' לכך נאמ' זובח תודה אמ'ר' עקיבה כל מי שאמ' שירה בעולם הזה זונכה ואומרה
24	27	0	2	4	9	7	8	לעולם הבא שנ' אז ישיר משה שר לא נאמר ﭏא ישיר הוי כל שאמ' שירה בעולם הזה זוכה ואומרה לעולם הבא לכך נאמ' זובח תודה יכבדנני וזאת תורת השלמים גדולים הם השלמי' שהן עושי בין ה'ב'ה לישר' ר' ﭏעי הקפר אומ' גדול השלום שאפי ייר' עובדין ע'ז' ונעשין ה אין מדת הדין נוגעת בהן שנ' חבור עצבים אפרים הנח לו אמ' ר' לוי גדול הוא השלום שאין חותם כרכת כהנים ﭏא בשלום שנ' וישם לך שלום אמ' ר' שמעוה בן גמליﭏ גדול הוא השלום שהרבה דברים כובי' בתורה שלא הו לשלום ועשאן ה'ה' לשלום וﭏוהן כשמת יעקב וידאו אחי יוסכי
