midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_d'Rabbi_Yishmael	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Otzar_Midrashim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Sefer_HaYashar	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifra	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Tanna_debei_Eliyahu_Zuta	midrash.Vayikra_Rabbah	midrash.Yalkut_Shimoni_on_Nach	midrash.Yalkut_Shimoni_on_Torah	text
1	1	0	0	0	1	0	0	0	0	0	1	0	8	25	0	0	1	2	0	0	0	0	0	0	0	2	2	0	0	0	9	1	השדה ניא' לײ וגמ' מיהן עני חהיער ר' יעקב בר' אחיו אילו בני אדם נ' ד כיעא השדה היאפלתי עץ גבוה וה נבוכד נצר והג והגבהתי עיו שפל זה הנניה וחבירו שהושלכו לכבשן הש האשן הובשותי עיץ לח זה בלששר בלשצר הפרחתי עא יבש זה דניאל ד"א וידעו כל עצני השה וגו נדבר באוברה השפלתי עץ גבוה זה פיעה הגבה עץ שפל וה אביה הובשתי עץ יבש לח זה אבמלך הפרחתי טע יבש זו שר אני ײ דברתי ועשיתי שנ' וײ פקד שרה א"ר אלעז' זת' בן פרת כל מקום שנ' וײ הוא וסנקליטין שלו ד'א ול כלומ' שישב הק'
1	2	0	0	0	0	0	0	0	0	0	0	0	2	35	2	0	2	5	0	0	0	0	1	0	0	0	0	0	0	1	7	7	במשפ ואמ' למלאבי השרת ראויה היא שרה שתלד בן והסכימרו' כולם ואמרוהן וחותם הק' יוחריהם זהו וײ פסד ארבעה מפתיחות הן מפתח שול כלכלה זמתח של מטר ומפתח של קברות ומפתחות של עקחרות זאסוה הן בידון של הך כלכלה מניין ש' פותח את ידךד וג'ו' ושלמטר מני שנ' יפתח ' ײ לך ו' של ברות מני שנ' בפתח את ברותיכם ושל עקרות מני שנ' ואזכר אלהים אאהים את י רחל וג'מ' וײ פקדאת שרה מה כת' למעלה מן הענ' ומיתפלל אברה יול הלהים משל למה הד' דומ' למלך שהיה לו אוהב זהיה מחבבו וכל מי שהיה מבש סררה יבאאצלו הוא
0	1	0	2	0	1	0	0	1	0	0	0	0	8	27	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	2	10	יבקש מן המלך ועושה לו הפינו ולאוהב ואותו אוהב לא נתן לו פררה אמ' לו בנימ' פלט של אדונינן הלך אוהבך זה מבשעל אחים סררה ולנפשו איו מבקש סררה וי הוא זה האוהב זה אברה שנ' זרע אברה אוהבי ובין שמול אבמ' שרה חתם כלמעואווותי ל שנ' כי עצר עצר וגמ' אלא כין שבקש אבמ מיבר'ת' בתפלל עליו ונא ונתרפיו שנ' ותפלל אברהם אל האלהים א' וויאוכי השכת לפני ה באע אברה ופד מרא אחרים והוא אריד רפואה ריפי לאבאולך ולאשתו וילד שנ' וײעי וירפא ית' אד' אא אתה מרפא אותנ ומ' הק בדין הוא שאתן לכם נים יאה מעשה
0	2	0	0	0	1	0	0	0	0	0	0	0	6	39	0	0	0	1	0	0	2	0	0	0	0	2	2	0	0	0	5	11	הק' שאינו מנ במעשה בשר' ודם נשר ודם אמו לחבירו ליתן לע מתנה פסיומים נות ופעמי אינו נותן אבל הק' איוכך נשאומ' להביא טובה מימביאה אמ' בלעם לא איש לי ויכו חזר ואמ' ההוא אמ' לאיעשה אלא בן אודם הויו אמ' לא יעשה אבל ה אומ' ועושה דבר ומיי ' ולי פר את שרה בותו הזמן לועד אשוד אליך וגו ברי בן לו אמ' סרט' לה הק' סיוט על הטותל אמ' לה כשיבא השמש לטו לר שנ' ולמרם בן וג'מ' ותהי ות"ד ותלד שרה הקיש עיבורה ללידתה מה עיבורה שלר בצער אף לידתה שלא בצער חוקייה בר' חמ אמ' מהו
0	2	0	1	0	1	0	0	0	0	3	1	1	1	32	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	6	6	לוקוניו טוחן ולא פולט שיה דאן הנה ותאומר שרה שחו מלמד שבשעה שנלד יצחקו נתרפאוו החולים ונתפחו החרשים ונתפקחו הסומין לפיכך היא אמ' צחו ונ' אמ' ר' נרביה הכהןמהו ל השמ עחק לי וכי הכל שמעו ומהו כל השומנ שהוסיף הק' על מאירתו שלמי ושל לכנה שנ' ויעש אלהים את מאורות הגדולים לפיכד כל השומע יצחק לי וחאמ' מי מילל לאברה שיש ני ליחה של נערות ואין לשו' אל לשון חכמה כמה דאת אמ וטפת מלילות ד"א מו ומלל יעתידין בני לומ' לפני ה' בים מי כמוך וגו' הניסה בנים לשרה ר' פנחס הכהו בי' חמ' אמ' בשם חלקיה ולא
1	0	0	0	0	0	0	0	0	0	0	0	0	8	35	1	0	1	2	0	0	0	0	3	0	0	1	0	0	0	0	6	6	ליצחק אלדה והיה והיא אממ' הניקה בנים מהו מלל ומ' ארנעי' לשושים ל שלשים הרי מאה מי ביש לאבר' למאהשנה אתה שוליד ד"א הניקה בנים שרה א" וחס הכהן בר חמא כאו שיליה הא נשי המראות תמיהות לומ' יפשי שילדה והן אומרות יל לאילו הלאע זינה שרה שמא בן שפחותה הוא שפחתה הוא ממה היו עושות היו נוטלות אות בניהם והולכו' אצל שרה ואמ' הניקה לי הילךד הזה והייתם מניקה את בניחם ש' הניקה ננים לשרה אמ' רבל בל בני המצרים שירקה שרה כולם נתגיירו ואל תתמה על זה וכן אתה וצא שאליסו בועשו על ידי שנגדל בחיו של יצחק
0	1	0	0	1	0	0	0	1	0	1	0	0	7	37	4	0	4	1	1	0	0	0	0	0	0	0	4	0	0	1	8	1	נעשה צריק ורנה ששרתה עליו רוח הקויש שנ' צדיק עאן חיים ר' אלע"ז בר' שמעון בן אחי ראוה אותו ר' אופי בן הלפתאו אמ' ל אתה ב'ר' בא משורש ואין אתה בן תורה אמ'לו מה אעשה אמ' לו מבקש אתה לשוטות אמ' לו הן התחיל אותי פוק אחר שיני ושלשי הכניסו לביתהוועך ראה אותו ל אמ' לא לזה הכנסת עמך אמ' לו מקוזתו של ר' שמע' בן אוחי הוא בא העוה אזתו ר' יופי בציפורן והים משנה אותו בשנה האחרת הורידו ננסם לבית הוועד התחיל משיבן דברים שם קרי עלאו ר' פדי הצדיק עין החיים מי גרם לו להאות בו
0	0	0	0	0	1	0	0	0	0	0	0	0	7	30	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	10	תורה לא יי ר' יספי בו חלפתא כך התינקות שיקו מאימנו שה כולם מתגיירין אמ' הק' בעולם הזה על יי הצדיקים היחידים מתגיירן אבל לעולם הבא איני מקרר את הצדיקי מבין הגוים תחת פנפי השכנהי שנכי אז אהפוך אל ע' ויהי אחר הדבר' האלה והאליהי נסה וגו' זשה הלוך ילך ובכה וגו ה אבר בשעה שנסה אותו הק' ואו לו נא א'פ היה בלנ בוכה ובפיו אמ' לו הנני הלך ובכה אימתי בשעה שהיה מוש הזרע שנ' כי ביצחק יר' לך וזע בי יביו ברינה נושאו אלומיו וישב אובר אוברהם אל נערא מיגרם שיול שכאוה בשביל ששתק ועשה עצמו כאוילם
2	0	0	0	0	1	0	0	0	0	0	0	0	2	23	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	6	12	נ' ואני כחרש לא אשמע שהיהלו פתחוופה למ' לא אתמול אמ' לי כי בנ ביצחק יקרו לך זרע ועתה אומ לשחטו ולא אמ'לו לום אלא שתן לפיכך באיביאו ברינה ד"א ויהי אחר הדבמים וו' י זשה מא אחול בריתי וגו' א"ר אוחי לא אלל אה בריתי הברית שכרהו עם אברהם ואמ' כי ביאחך יהין לך ר' ווינא שפתי ל אשנה שאמרתי לוקחנא משל למ' הד' דומ' למלך שהיה לו אוהב ואמ' לומתאוה אני על שלני לראותתינוק קטן מיד הלך אוהנו והביא בנו והעמידו לפני השלחן ולפני המלך זהלד להניא את החרב לשוחטו מיד ינוה המלך ואמ' לו מה אתה עושה
1	1	0	0	0	2	0	0	0	0	0	0	0	7	22	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	7	9	אמ' לו מתאוה אני לראות תנוק קטו על שולחני א' לו' שמא תינו מת ח אמ' הק' לאבר' קח נא את בנך מיד ויבן שם מזבח וישלח אברה אתיו ונוה לו המלאך אל תשלח ידך אל הנעד אמ' לו אברה ולא אמרת קח נא אמ'לו שמא אר' אמרתי ל לשוחשוהוי לא אחלל בריתי ומ' שפ לא אש' כז שזו רבו' אשר לא נויתי ולא דברתי ועל עלתהעל לבי אשר צויתי ליפתח שיריב את כתן לא דברתי למלך מואב שיקריב את בנו עלגבי החומה ולא עלתה ל לבי לומ' לאבר' שישחונו את בנו ולמה סמכו רבות צאי ביפתח אמ' יבות' ר
0	0	0	0	0	1	0	1	0	0	0	0	2	5	25	5	0	0	0	0	0	0	0	1	1	0	1	2	0	0	1	2	4	מי אשא אשר לא יניויתי לו ליפתח צאויתי לו דברים מינות עשה ומצותלא תעשה שהיה מישר אבל שיריב את נתו לא צויתי אותו ולא זברתי למלד חוב י ר א"ר' מי אשא למה סמ רבותי דיבור ללך מ מואב ורי דברתי עמו והלא נאי הוא אלא דברתי ממולם על אחת כמ' וכמ' אל בנו שיקריב אותו ולא עותה על לבי דאו זיהי אחרי הדבר' שה ינרף לכסף וטר לזהב בוחן לת ײ ויאמ' קח נא את בנך יחידך מידזישכם אברהם וגו הלך ובנה את המזבה ונתן יצחק למעלה מן המובוח שנ' ויעקד יצח' י בנו מסוממעל למד שעשה את המובח
0	1	0	1	0	1	0	0	0	0	0	0	0	7	22	2	0	2	2	3	0	0	0	0	1	0	3	0	3	0	0	11	8	מכוון כנגד כס הכבד כמ' דאות אומ' שרפים מ' עומדים ומל לו ד וה ויי אחר הדברים מה היהור היה שס צח מהרהר לומ' שהיה דן עם ישמעל למ' אתו גול ממך אומ' אני הוא שאירש את העולם שאני בבור לאני ולעולם שהבוד ארש כפליים ימ' לו יצחק אוזר מה ש ה' ממך אמ' לו ישמעאל איל שלא עשיתי כלום אלא הייתי בן י שנה ול אותי אבא והייתי יול לומ' לו אי אישר להמול ונתתי נפשי וסיבלני עלי אמ' לו י יצחק חרי בל רהשעשית שהמית להק' ג' טיפות דם ואוי שבקש אותי הך לשחוט עבשיו ואני בן לז'
0	2	0	0	0	1	0	0	0	0	0	0	0	4	18	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	20	3	שנה וה' אמ' לאבא שיקריבני ואני מעכב אמ' הק' למלאבים הרי השע מיד פץ על אברהם ש' ויהי אחל הדברי וגו' מיכן את אדע שיחו' שיהיחוד דברי היה שם והאלהים נסה אברה' ואה נתת ליריאיד נס להתנוסס מהו נס נסם נתוד נס להתנוסס מנוס שנוצלו ישל מינד דינה שלגיהנם ד"או נס להתנוסס למה מפני קושט סלה כדי ליתן שכרן בקושנ ש' וותתי שעולתם ראות אבל הרשעים ארהם מנוס ש'זעני זשעים תכלינה ומנוס אנך וגו דא נתת לייאויך נם לוסם בוא וראה כוה באו הראשוים ובאו האוחנים שהראשוני' הא מתנפסין ביד הק' ש' והאלהים נסה וכן באונשי דור המדבר למוע יננו
0	0	0	0	0	0	0	0	1	0	0	0	0	14	18	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	17	4	וגו וכן הוא יומ' לען אנסנו וגו וכן אתה אומ' למ למ נותך ולמשנסותך יבל האחרונים נתנו ביד האומו' א שנ' אלה הגוים אשר הניח ײ לנסות' בם את ישר הוינתתנ לשריאויך נס לתנוסס למה לידע מי עשה וצוזי באמת מפני קושט סלה נתנסה ועמהבניסיונות וכן אתה מוצא בניאל והבריו שכשגלו גזר עליהם ה ואמ' כבה יאב לו בו יר לחם וג' עמיד נבוכך נצר וקיים הדבר והתחיל אומ' גוזר אני שיאכלו מאכילה שלי שנ' וימן לה המלן ומ' ניאל ק' ל קרבל עליו אלא אמ' אעפ שגזר ה' שנאכל לחם טמא בקש לנסותו אותנו אלא יכולין להתנוסם אתם עשרה
0	1	0	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	3	7	ימים שלא לאבול לחם ולא לשתות יין אמ' להן הן שאנ מבנן בני של אותן האיש שנתנסה י' נסיונזת מן הלהים וזכותו תמוד לנו נסניו את עביד ימם עשרה לאכבר מצאת אותנועשר ידות שנ' וידבר אתם אל תמלך ולא נמצא מטלם וגו' בזכותמי בזכותי ניסיות של אברהם וימאאם עשר ידות כיון שעמדו וזיסיונן מה כת ויתו האלהיה את נייל וג' הוינתת ליאיך נס גדלה אותם וכאוס על הןבעה ולמה ניסה אותו הק דשביל לגדלן כדו שלא יתן פתחון פה לאומו העול למ' הוא מגדלן והוא לא ניסה אותן ועמדו בניסיונם לכך א דוד נתת לאיאיך נס להסנו למה שלא יההר
0	0	0	0	0	0	0	0	0	0	0	0	1	10	18	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	3	5	אדם אחר מידת הדין לפיכך ויהי אחר' ואין לשון ויסה אלא לש' גדלה ש' ויס עו הגבעה ויאמ' אלא' אברה ויאמ' הניני א"ר יהושע בן קרחה הנני לכהונ הני למלכוות הנני לשחיטה חנני להרג ויאמר קח נא את בנך אמ' לו איזה בן אמ' לו את יחיזך אמ' לו זה יחיד לאמו וזה יחיד לאמו אשר אהבת אמ' אבר' רב' שנ' יש גבול במעיים אמ' את יצח ולם לך את ארץ המוריה ר' ינאי ור' הייא הולקין מה המוריה שהאורה יונאו לעולם כי מצאוו חצא תורה ד"א מוריזה מקום שהינדי' מורין לפני הק' והוא עושה שנ' ויחלקם בגוולות אל העם
1	0	0	0	0	1	0	0	1	0	0	0	0	5	35	0	0	4	3	2	0	1	0	1	0	0	1	2	1	0	2	7	6	וג' ר' שמואל בר' נהמן אמ' מהו מוריה מקום שהרשעי שה' מורה לרשעים ומוריד גיהוס שנ' כצאן לשאול שתו וגו' ר' שמעון בן יהי אומ' מהו מוריה שהוא מטוין כנגך בית המקדש של של מעלה ש מרון לשבתך וגו רל' יהודה בן פזי אומ' מהו מוריה א' אומ' אברה לפני' הק' רבו' שעו' באיזה מקום נלך למקום שאני קושטך ואין הלשון הזה אלא לשון קישוע ש' לא תגע בו יד כי סקל לוגו ר' פנחם הכהן בן חמא אמ' מהן המוריה למוריוה של עולם א"ר יהוד' הלוי בר' שולום ומניין שנ' ויעל דוד בעלתה קרית יערים וג' מהולך לך אמ'לו
1	1	0	0	0	1	0	1	0	0	0	0	0	13	36	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	8	10	הק' ניסיון הרא' בלך לך ויאמי אל אבר' לד לך ונסיון האוחרון בלך לך ארין המורים וישא עיני ולמה ביום השלישי ולא בים האוחרון הראשון ולא באה השיני שלא יאמרו אומו' העול חממו והלך ושחט שאילו היה בדעתו שומע לו להקריםב אות בנו לפיכך בים השלשי אר' יינחק רחוק מיל מנין שנ' אך רהוק יהיה בינינוכ' וג' ראה אותו אבה ואמ' לנערי רואים אתם כלום אמ' לו לאו אמ' ליצחק רואה אתה כלום אמ' לו רואה אני הרגבוה נאה ומשובחו וענן קשור עליו ואמ' לנעריו רואים אתם כלום אמ' לו רואים אנו הר גבוה ויש בועציה ואילנות אמ' להם החמור
